lane,index,frame,bin,re,im
A,3165,48,93,-1,0
A,3166,48,94,-2,0
A,3167,48,95,0,0
A,3168,48,96,-2,0
A,3169,48,97,-2,0
A,3170,48,98,-1,0
A,3171,48,99,0,0
A,3172,48,100,-4,0
A,3173,48,101,4,0
A,3174,48,102,0,0
A,3175,48,103,1,0
A,3176,48,104,-4,0
A,3177,48,105,-2,0
A,3178,48,106,-6,0
A,3179,48,107,-1,0
A,3180,48,108,-5,0
A,3181,48,109,-3,0
A,3182,48,110,-4,0
A,3183,48,111,-4,0
A,3184,48,112,-1,0
A,3185,48,113,-5,0
A,3186,48,114,-3,0
A,3187,48,115,-3,0
A,3188,48,116,-2,0
A,3189,48,117,-2,0
A,3190,48,118,-4,0
A,3191,48,119,1,0
A,3192,48,120,-1,0
A,3193,48,121,-2,0
A,3194,48,122,-2,0
A,3195,48,123,2,0
A,3196,48,124,-1,0
A,3197,48,125,1,0
A,3198,48,126,-2,0
A,3199,48,127,1,0
A,3200,50,0,-1,0
A,3201,50,1,-2,0
A,3202,50,2,-2,0
A,3203,50,3,-2,0
A,3204,50,4,0,0
A,3205,50,5,-8,0
A,3206,50,6,-1,0
A,3207,50,7,-4,0
A,3208,50,8,1,0
A,3209,50,9,-6,0
A,3210,50,10,2,0
A,3211,50,11,-5,0
A,3212,50,12,3,0
A,3213,50,13,0,0
A,3214,50,14,4,0
A,3215,50,15,0,0
A,3216,50,16,2,0
A,3217,50,17,-5,0
A,3218,50,18,-2,0
A,3219,50,19,-1,0
A,3220,50,20,0,0
A,3221,50,21,-5,0
A,3222,50,22,-1,0
A,3223,50,23,-1,0
A,3224,50,24,-1,0
A,3225,50,25,-9,0
A,3226,50,26,-2,0
A,3227,50,27,-4,0
A,3228,50,28,-3,0
A,3229,50,29,-6,0
A,3230,50,30,-7,0
A,3231,50,31,0,0
A,3232,50,32,1,0
A,3233,50,33,6,0
A,3234,50,34,5,0
A,3235,50,35,3,0
A,3236,50,36,5,0
A,3237,50,37,3,0
A,3238,50,38,8,0
A,3239,50,39,2,0
A,3240,50,40,5,0
A,3241,50,41,4,0
A,3242,50,42,8,0
A,3243,50,43,1,0
A,3244,50,44,3,0
A,3245,50,45,1,0
A,3246,50,46,6,0
A,3247,50,47,2,0
A,3248,50,48,2,0
A,3249,50,49,4,0
A,3250,50,50,2,0
A,3251,50,51,1,0
A,3252,50,52,2,0
A,3253,50,53,1,0
A,3254,50,54,4,0
A,3255,50,55,1,0
A,3256,50,56,-1,0
A,3257,50,57,-2,0
A,3258,50,58,-2,0
A,3259,50,59,1,0
A,3260,50,60,1,0
A,3261,50,61,2,0
A,3262,50,62,2,0
A,3263,50,63,3,0
A,3264,50,64,-1,0
A,3265,50,65,-3,0
A,3266,50,66,-1,0
A,3267,50,67,-3,0
A,3268,50,68,0,0
A,3269,50,69,-5,0
A,3270,50,70,1,0
A,3271,50,71,-1,0
A,3272,50,72,-1,0
A,3273,50,73,-4,0
A,3274,50,74,-3,0
A,3275,50,75,-4,0
A,3276,50,76,-1,0
A,3277,50,77,-5,0
A,3278,50,78,-2,0
A,3279,50,79,-2,0
A,3280,50,80,0,0
A,3281,50,81,-2,0
A,3282,50,82,-1,0
A,3283,50,83,-4,0
A,3284,50,84,0,0
A,3285,50,85,-5,0
A,3286,50,86,-3,0
A,3287,50,87,-1,0
A,3288,50,88,-2,0
A,3289,50,89,-7,0
A,3290,50,90,-4,0
A,3291,50,91,-3,0
A,3292,50,92,-4,0
A,3293,50,93,-4,0
A,3294,50,94,-8,0
A,3295,50,95,-2,0
A,3296,50,96,0,0
A,3297,50,97,-5,0
A,3298,50,98,-3,0
A,3299,50,99,-4,0
A,3300,50,100,-4,0
A,3301,50,101,-6,0
A,3302,50,102,-9,0
A,3303,50,103,-1,0
A,3304,50,104,-5,0
A,3305,50,105,-9,0
A,3306,50,106,-10,0
A,3307,50,107,-5,0
A,3308,50,108,-6,0
A,3309,50,109,-5,0
A,3310,50,110,-6,0
A,3311,50,111,-4,0
A,3312,50,112,-1,0
A,3313,50,113,-5,0
A,3314,50,114,-3,0
A,3315,50,115,-5,0
A,3316,50,116,0,0
A,3317,50,117,-6,0
A,3318,50,118,-4,0
A,3319,50,119,-2,0
A,3320,50,120,1,0
A,3321,50,121,-5,0
A,3322,50,122,0,0
A,3323,50,123,-4,0
A,3324,50,124,-5,0
A,3325,50,125,-4,0
A,3326,50,126,-4,0
A,3327,50,127,-1,0
A,3328,52,0,0,0
A,3329,52,1,0,0
A,3330,52,2,1,0
A,3331,52,3,2,0
A,3332,52,4,-1,0
A,3333,52,5,1,0
A,3334,52,6,0,0
A,3335,52,7,1,0
A,3336,52,8,0,0
A,3337,52,9,4,0
A,3338,52,10,-1,0
A,3339,52,11,1,0
A,3340,52,12,-1,0
A,3341,52,13,0,0
A,3342,52,14,4,0
A,3343,52,15,0,0
A,3344,52,16,-2,0
A,3345,52,17,1,0
A,3346,52,18,0,0
A,3347,52,19,2,0
A,3348,52,20,0,0
A,3349,52,21,1,0
A,3350,52,22,2,0
A,3351,52,23,3,0
A,3352,52,24,1,0
A,3353,52,25,1,0
A,3354,52,26,3,0
A,3355,52,27,1,0
A,3356,52,28,-1,0
A,3357,52,29,3,0
A,3358,52,30,-2,0
A,3359,52,31,0,0
A,3360,52,32,0,0
A,3361,52,33,4,0
A,3362,52,34,4,0
A,3363,52,35,1,0
A,3364,52,36,1,0
A,3365,52,37,3,0
A,3366,52,38,5,0
A,3367,52,39,-2,0
A,3368,52,40,3,0
A,3369,52,41,1,0
A,3370,52,42,3,0
A,3371,52,43,1,0
A,3372,52,44,3,0
A,3373,52,45,1,0
A,3374,52,46,5,0
A,3375,52,47,1,0
A,3376,52,48,-1,0
A,3377,52,49,0,0
A,3378,52,50,3,0
A,3379,52,51,2,0
A,3380,52,52,2,0
A,3381,52,53,3,0
A,3382,52,54,2,0
A,3383,52,55,0,0
A,3384,52,56,2,0
A,3385,52,57,1,0
A,3386,52,58,2,0
A,3387,52,59,0,0
A,3388,52,60,1,0
A,3389,52,61,-1,0
A,3390,52,62,3,0
A,3391,52,63,2,0
A,3392,52,64,0,0
A,3393,52,65,-2,0
A,3394,52,66,-4,0
A,3395,52,67,0,0
A,3396,52,68,1,0
A,3397,52,69,-3,0
A,3398,52,70,-1,0
A,3399,52,71,3,0
A,3400,52,72,2,0
A,3401,52,73,-2,0
A,3402,52,74,2,0
A,3403,52,75,0,0
A,3404,52,76,-3,0
A,3405,52,77,2,0
A,3406,52,78,-1,0
A,3407,52,79,3,0
A,3408,52,80,2,0
A,3409,52,81,1,0
A,3410,52,82,-3,0
A,3411,52,83,3,0
A,3412,52,84,-2,0
A,3413,52,85,1,0
A,3414,52,86,0,0
A,3415,52,87,0,0
A,3416,52,88,-1,0
A,3417,52,89,-6,0
A,3418,52,90,-5,0
A,3419,52,91,3,0
A,3420,52,92,1,0
A,3421,52,93,4,0
A,3422,52,94,1,0
A,3423,52,95,0,0
A,3424,52,96,-2,0
A,3425,52,97,0,0
A,3426,52,98,-4,0
A,3427,52,99,1,0
A,3428,52,100,4,0
A,3429,52,101,-3,0
A,3430,52,102,-1,0
A,3431,52,103,0,0
A,3432,52,104,-1,0
A,3433,52,105,-4,0
A,3434,52,106,-1,0
A,3435,52,107,1,0
A,3436,52,108,-3,0
A,3437,52,109,-1,0
A,3438,52,110,-3,0
A,3439,52,111,0,0
A,3440,52,112,3,0
A,3441,52,113,-2,0
A,3442,52,114,-4,0
A,3443,52,115,1,0
A,3444,52,116,-6,0
A,3445,52,117,-4,0
A,3446,52,118,0,0
A,3447,52,119,0,0
A,3448,52,120,-1,0
A,3449,52,121,-5,0
A,3450,52,122,0,0
A,3451,52,123,-2,0
A,3452,52,124,1,0
A,3453,52,125,0,0
A,3454,52,126,-5,0
A,3455,52,127,2,0
A,3456,54,0,3,0
A,3457,54,1,0,0
A,3458,54,2,1,0
A,3459,54,3,-1,0
A,3460,54,4,2,0
A,3461,54,5,0,0
A,3462,54,6,-1,0
A,3463,54,7,1,0
A,3464,54,8,1,0
A,3465,54,9,1,0
A,3466,54,10,-5,0
A,3467,54,11,-3,0
A,3468,54,12,-1,0
A,3469,54,13,-1,0
A,3470,54,14,0,0
A,3471,54,15,1,0
A,3472,54,16,0,0
A,3473,54,17,0,0
A,3474,54,18,1,0
A,3475,54,19,1,0
A,3476,54,20,-1,0
A,3477,54,21,-4,0
A,3478,54,22,-10,0
A,3479,54,23,1,0
A,3480,54,24,-1,0
A,3481,54,25,-2,0
A,3482,54,26,-2,0
A,3483,54,27,5,0
A,3484,54,28,-1,0
A,3485,54,29,-4,0
A,3486,54,30,2,0
A,3487,54,31,-1,0
A,3488,54,32,4,0
A,3489,54,33,-5,0
A,3490,54,34,-3,0
A,3491,54,35,0,0
A,3492,54,36,1,0
A,3493,54,37,-4,0
A,3494,54,38,-1,0
A,3495,54,39,0,0
A,3496,54,40,-2,0
A,3497,54,41,2,0
A,3498,54,42,2,0
A,3499,54,43,-2,0
A,3500,54,44,-2,0
A,3501,54,45,-1,0
A,3502,54,46,-7,0
A,3503,54,47,0,0
A,3504,54,48,2,0
A,3505,54,49,-7,0
A,3506,54,50,5,0
A,3507,54,51,-5,0
A,3508,54,52,-1,0
A,3509,54,53,1,0
A,3510,54,54,-4,0
A,3511,54,55,-1,0
A,3512,54,56,-1,0
A,3513,54,57,2,0
A,3514,54,58,0,0
A,3515,54,59,3,0
A,3516,54,60,-2,0
A,3517,54,61,-5,0
A,3518,54,62,-12,0
A,3519,54,63,1,0
A,3520,54,64,2,0
A,3521,54,65,4,0
A,3522,54,66,0,0
A,3523,54,67,-3,0
A,3524,54,68,2,0
A,3525,54,69,-3,0
A,3526,54,70,0,0
A,3527,54,71,-1,0
A,3528,54,72,1,0
A,3529,54,73,-8,0
A,3530,54,74,-2,0
A,3531,54,75,-5,0
A,3532,54,76,1,0
A,3533,54,77,-6,0
A,3534,54,78,3,0
A,3535,54,79,-1,0
A,3536,54,80,-1,0
A,3537,54,81,-1,0
A,3538,54,82,-1,0
A,3539,54,83,1,0
A,3540,54,84,2,0
A,3541,54,85,-10,0
A,3542,54,86,6,0
A,3543,54,87,4,0
A,3544,54,88,0,0
A,3545,54,89,0,0
A,3546,54,90,4,0
A,3547,54,91,-2,0
A,3548,54,92,0,0
A,3549,54,93,-1,0
A,3550,54,94,-2,0
A,3551,54,95,0,0
A,3552,54,96,-3,0
A,3553,54,97,2,0
A,3554,54,98,5,0
A,3555,54,99,-6,0
A,3556,54,100,1,0
A,3557,54,101,-1,0
A,3558,54,102,-2,0
A,3559,54,103,1,0
A,3560,54,104,0,0
A,3561,54,105,-2,0
A,3562,54,106,2,0
A,3563,54,107,-4,0
A,3564,54,108,-3,0
A,3565,54,109,2,0
A,3566,54,110,5,0
A,3567,54,111,-2,0
A,3568,54,112,-1,0
A,3569,54,113,-1,0
A,3570,54,114,-3,0
A,3571,54,115,-1,0
A,3572,54,116,-3,0
A,3573,54,117,5,0
A,3574,54,118,1,0
A,3575,54,119,0,0
A,3576,54,120,-2,0
A,3577,54,121,4,0
A,3578,54,122,2,0
A,3579,54,123,-4,0
A,3580,54,124,0,0
A,3581,54,125,0,0
A,3582,54,126,-1,0
A,3583,54,127,1,0
A,3584,56,0,-1,0
A,3585,56,1,1,0
A,3586,56,2,-2,0
A,3587,56,3,3,0
A,3588,56,4,-3,0
A,3589,56,5,-3,0
A,3590,56,6,1,0
A,3591,56,7,0,0
A,3592,56,8,2,0
A,3593,56,9,4,0
A,3594,56,10,-2,0
A,3595,56,11,5,0
A,3596,56,12,-2,0
A,3597,56,13,-3,0
A,3598,56,14,-4,0
A,3599,56,15,2,0
A,3600,56,16,-1,0
A,3601,56,17,5,0
A,3602,56,18,0,0
A,3603,56,19,1,0
A,3604,56,20,-5,0
A,3605,56,21,-4,0
A,3606,56,22,0,0
A,3607,56,23,-3,0
A,3608,56,24,1,0
A,3609,56,25,-2,0
A,3610,56,26,-3,0
A,3611,56,27,0,0
A,3612,56,28,-3,0
A,3613,56,29,5,0
A,3614,56,30,2,0
A,3615,56,31,-1,0
A,3616,56,32,1,0
A,3617,56,33,-3,0
A,3618,56,34,-2,0
A,3619,56,35,-4,0
A,3620,56,36,3,0
A,3621,56,37,-1,0
A,3622,56,38,4,0
A,3623,56,39,-4,0
A,3624,56,40,-1,0
A,3625,56,41,-3,0
A,3626,56,42,5,0
A,3627,56,43,-1,0
A,3628,56,44,-3,0
A,3629,56,45,-5,0
A,3630,56,46,-1,0
A,3631,56,47,3,0
A,3632,56,48,2,0
A,3633,56,49,-4,0
A,3634,56,50,-3,0
A,3635,56,51,-8,0
A,3636,56,52,-1,0
A,3637,56,53,1,0
A,3638,56,54,0,0
A,3639,56,55,2,0
A,3640,56,56,0,0
A,3641,56,57,-5,0
A,3642,56,58,0,0
A,3643,56,59,-3,0
A,3644,56,60,2,0
A,3645,56,61,-1,0
A,3646,56,62,-3,0
A,3647,56,63,-2,0
A,3648,56,64,-1,0
A,3649,56,65,3,0
A,3650,56,66,1,0
A,3651,56,67,-2,0
A,3652,56,68,-2,0
A,3653,56,69,4,0
A,3654,56,70,6,0
A,3655,56,71,6,0
A,3656,56,72,1,0
A,3657,56,73,1,0
A,3658,56,74,1,0
A,3659,56,75,3,0
A,3660,56,76,-6,0
A,3661,56,77,2,0
A,3662,56,78,1,0
A,3663,56,79,-1,0
A,3664,56,80,-1,0
A,3665,56,81,9,0
A,3666,56,82,-1,0
A,3667,56,83,2,0
A,3668,56,84,2,0
A,3669,56,85,-5,0
A,3670,56,86,-2,0
A,3671,56,87,-5,0
A,3672,56,88,1,0
A,3673,56,89,-1,0
A,3674,56,90,1,0
A,3675,56,91,1,0
A,3676,56,92,-2,0
A,3677,56,93,6,0
A,3678,56,94,7,0
A,3679,56,95,1,0
A,3680,56,96,1,0
A,3681,56,97,1,0
A,3682,56,98,5,0
A,3683,56,99,-3,0
A,3684,56,100,-11,0
A,3685,56,101,-3,0
A,3686,56,102,-7,0
A,3687,56,103,1,0
A,3688,56,104,-3,0
A,3689,56,105,3,0
A,3690,56,106,-6,0
A,3691,56,107,-4,0
A,3692,56,108,4,0
A,3693,56,109,-4,0
A,3694,56,110,-8,0
A,3695,56,111,-1,0
A,3696,56,112,-4,0
A,3697,56,113,0,0
A,3698,56,114,-1,0
A,3699,56,115,3,0
A,3700,56,116,3,0
A,3701,56,117,0,0
A,3702,56,118,2,0
A,3703,56,119,-3,0
A,3704,56,120,-3,0
A,3705,56,121,2,0
A,3706,56,122,-5,0
A,3707,56,123,-4,0
A,3708,56,124,-8,0
A,3709,56,125,3,0
A,3710,56,126,-12,0
A,3711,56,127,0,0
A,3712,58,0,-1,0
A,3713,58,1,3,0
A,3714,58,2,-2,0
A,3715,58,3,1,0
A,3716,58,4,-2,0
A,3717,58,5,7,0
A,3718,58,6,-4,0
A,3719,58,7,0,0
A,3720,58,8,0,0
A,3721,58,9,-2,0
A,3722,58,10,1,0
A,3723,58,11,10,0
A,3724,58,12,2,0
A,3725,58,13,1,0
A,3726,58,14,0,0
A,3727,58,15,-2,0
A,3728,58,16,0,0
A,3729,58,17,11,0
A,3730,58,18,-1,0
A,3731,58,19,-1,0
A,3732,58,20,-2,0
A,3733,58,21,1,0
A,3734,58,22,-2,0
A,3735,58,23,-1,0
A,3736,58,24,-3,0
A,3737,58,25,1,0
A,3738,58,26,0,0
A,3739,58,27,-1,0
A,3740,58,28,3,0
A,3741,58,29,0,0
A,3742,58,30,-3,0
A,3743,58,31,0,0
A,3744,58,32,-4,0
A,3745,58,33,8,0
A,3746,58,34,-18,0
A,3747,58,35,-4,0
A,3748,58,36,3,0
A,3749,58,37,-3,0
A,3750,58,38,-3,0
A,3751,58,39,-2,0
A,3752,58,40,-1,0
A,3753,58,41,-2,0
A,3754,58,42,-4,0
A,3755,58,43,1,0
A,3756,58,44,-8,0
A,3757,58,45,4,0
A,3758,58,46,-5,0
A,3759,58,47,2,0
A,3760,58,48,0,0
A,3761,58,49,-2,0
A,3762,58,50,-4,0
A,3763,58,51,1,0
A,3764,58,52,-5,0
A,3765,58,53,-4,0
A,3766,58,54,-4,0
A,3767,58,55,-1,0
A,3768,58,56,-6,0
A,3769,58,57,-4,0
A,3770,58,58,-5,0
A,3771,58,59,0,0
A,3772,58,60,3,0
A,3773,58,61,0,0
A,3774,58,62,3,0
A,3775,58,63,1,0
A,3776,58,64,2,0
A,3777,58,65,5,0
A,3778,58,66,5,0
A,3779,58,67,6,0
A,3780,58,68,0,0
A,3781,58,69,0,0
A,3782,58,70,5,0
A,3783,58,71,1,0
A,3784,58,72,2,0
A,3785,58,73,-1,0
A,3786,58,74,0,0
A,3787,58,75,1,0
A,3788,58,76,7,0
A,3789,58,77,1,0
A,3790,58,78,12,0
A,3791,58,79,-1,0
A,3792,58,80,0,0
A,3793,58,81,1,0
A,3794,58,82,7,0
A,3795,58,83,3,0
A,3796,58,84,0,0
A,3797,58,85,4,0
A,3798,58,86,0,0
A,3799,58,87,-4,0
A,3800,58,88,4,0
A,3801,58,89,6,0
A,3802,58,90,4,0
A,3803,58,91,2,0
A,3804,58,92,-2,0
A,3805,58,93,-1,0
A,3806,58,94,-2,0
A,3807,58,95,-1,0
A,3808,58,96,2,0
A,3809,58,97,-5,0
A,3810,58,98,5,0
A,3811,58,99,5,0
A,3812,58,100,-4,0
A,3813,58,101,2,0
A,3814,58,102,8,0
A,3815,58,103,-1,0
A,3816,58,104,-4,0
A,3817,58,105,0,0
A,3818,58,106,-2,0
A,3819,58,107,1,0
A,3820,58,108,8,0
A,3821,58,109,2,0
A,3822,58,110,7,0
A,3823,58,111,1,0
A,3824,58,112,-3,0
A,3825,58,113,-3,0
A,3826,58,114,7,0
A,3827,58,115,-1,0
A,3828,58,116,-2,0
A,3829,58,117,2,0
A,3830,58,118,-12,0
A,3831,58,119,1,0
A,3832,58,120,2,0
A,3833,58,121,2,0
A,3834,58,122,7,0
A,3835,58,123,2,0
A,3836,58,124,-5,0
A,3837,58,125,3,0
A,3838,58,126,-1,0
A,3839,58,127,0,0
A,3840,60,0,-2,0
A,3841,60,1,15,0
A,3842,60,2,3,0
A,3843,60,3,2,0
A,3844,60,4,-2,0
A,3845,60,5,-13,0
A,3846,60,6,-13,0
A,3847,60,7,1,0
A,3848,60,8,-1,0
A,3849,60,9,-2,0
A,3850,60,10,5,0
A,3851,60,11,-1,0
A,3852,60,12,3,0
A,3853,60,13,-4,0
A,3854,60,14,2,0
A,3855,60,15,-3,0
A,3856,60,16,0,0
A,3857,60,17,-2,0
A,3858,60,18,-3,0
A,3859,60,19,3,0
A,3860,60,20,7,0
A,3861,60,21,-2,0
A,3862,60,22,11,0
A,3863,60,23,-8,0
A,3864,60,24,0,0
A,3865,60,25,-4,0
A,3866,60,26,3,0
A,3867,60,27,-1,0
A,3868,60,28,-3,0
A,3869,60,29,-5,0
A,3870,60,30,-2,0
A,3871,60,31,-2,0
A,3872,60,32,2,0
A,3873,60,33,5,0
A,3874,60,34,8,0
A,3875,60,35,3,0
A,3876,60,36,-4,0
A,3877,60,37,-5,0
A,3878,60,38,-6,0
A,3879,60,39,2,0
A,3880,60,40,7,0
A,3881,60,41,6,0
A,3882,60,42,12,0
A,3883,60,43,-1,0
A,3884,60,44,-2,0
A,3885,60,45,1,0
A,3886,60,46,-1,0
A,3887,60,47,1,0
A,3888,60,48,0,0
A,3889,60,49,0,0
A,3890,60,50,-10,0
A,3891,60,51,0,0
A,3892,60,52,10,0
A,3893,60,53,5,0
A,3894,60,54,14,0
A,3895,60,55,-1,0
A,3896,60,56,-5,0
A,3897,60,57,8,0
A,3898,60,58,6,0
A,3899,60,59,1,0
A,3900,60,60,3,0
A,3901,60,61,-4,0
A,3902,60,62,-2,0
A,3903,60,63,1,0
A,3904,60,64,-4,0
A,3905,60,65,-12,0
A,3906,60,66,-4,0
A,3907,60,67,-3,0
A,3908,60,68,-1,0
A,3909,60,69,-6,0
A,3910,60,70,-3,0
A,3911,60,71,-1,0
A,3912,60,72,-2,0
A,3913,60,73,2,0
A,3914,60,74,-2,0
A,3915,60,75,4,0
A,3916,60,76,-1,0
A,3917,60,77,-4,0
A,3918,60,78,-2,0
A,3919,60,79,-3,0
A,3920,60,80,-1,0
A,3921,60,81,-5,0
A,3922,60,82,-5,0
A,3923,60,83,-3,0
A,3924,60,84,-7,0
A,3925,60,85,-1,0
A,3926,60,86,-6,0
A,3927,60,87,-1,0
A,3928,60,88,-3,0
A,3929,60,89,-7,0
A,3930,60,90,-4,0
A,3931,60,91,-1,0
A,3932,60,92,-3,0
A,3933,60,93,3,0
A,3934,60,94,-1,0
A,3935,60,95,0,0
A,3936,60,96,-4,0
A,3937,60,97,-7,0
A,3938,60,98,0,0
A,3939,60,99,-5,0
A,3940,60,100,-1,0
A,3941,60,101,-6,0
A,3942,60,102,-5,0
A,3943,60,103,0,0
A,3944,60,104,-2,0
A,3945,60,105,-7,0
A,3946,60,106,-8,0
A,3947,60,107,-2,0
A,3948,60,108,-3,0
A,3949,60,109,-3,0
A,3950,60,110,-2,0
A,3951,60,111,-1,0
A,3952,60,112,-2,0
A,3953,60,113,-9,0
A,3954,60,114,1,0
A,3955,60,115,-9,0
A,3956,60,116,-10,0
A,3957,60,117,-4,0
A,3958,60,118,-12,0
A,3959,60,119,-2,0
A,3960,60,120,-2,0
A,3961,60,121,-2,0
A,3962,60,122,-2,0
A,3963,60,123,-1,0
A,3964,60,124,-2,0
A,3965,60,125,-2,0
A,3966,60,126,-1,0
A,3967,60,127,-3,0
A,3968,62,0,0,0
A,3969,62,1,4,0
A,3970,62,2,5,0
A,3971,62,3,2,0
A,3972,62,4,2,0
A,3973,62,5,3,0
A,3974,62,6,5,0
A,3975,62,7,2,0
A,3976,62,8,1,0
A,3977,62,9,5,0
A,3978,62,10,2,0
A,3979,62,11,0,0
A,3980,62,12,6,0
A,3981,62,13,0,0
A,3982,62,14,6,0
A,3983,62,15,-2,0
A,3984,62,16,1,0
A,3985,62,17,8,0
A,3986,62,18,5,0
A,3987,62,19,-2,0
A,3988,62,20,3,0
A,3989,62,21,2,0
A,3990,62,22,4,0
A,3991,62,23,2,0
A,3992,62,24,2,0
A,3993,62,25,3,0
A,3994,62,26,5,0
A,3995,62,27,-2,0
A,3996,62,28,-1,0
A,3997,62,29,0,0
A,3998,62,30,-1,0
A,3999,62,31,2,0
A,4000,62,32,0,0
A,4001,62,33,4,0
A,4002,62,34,1,0
A,4003,62,35,2,0
A,4004,62,36,0,0
A,4005,62,37,3,0
A,4006,62,38,5,0
A,4007,62,39,3,0
A,4008,62,40,2,0
A,4009,62,41,6,0
A,4010,62,42,6,0
A,4011,62,43,1,0
A,4012,62,44,8,0
A,4013,62,45,2,0
A,4014,62,46,7,0
A,4015,62,47,2,0
A,4016,62,48,3,0
A,4017,62,49,4,0
A,4018,62,50,6,0
A,4019,62,51,-1,0
A,4020,62,52,4,0
A,4021,62,53,4,0
A,4022,62,54,2,0
A,4023,62,55,2,0
A,4024,62,56,0,0
A,4025,62,57,1,0
A,4026,62,58,4,0
A,4027,62,59,0,0
A,4028,62,60,-2,0
A,4029,62,61,1,0
A,4030,62,62,1,0
A,4031,62,63,0,0
A,4032,62,64,-1,0
A,4033,62,65,-5,0
A,4034,62,66,0,0
A,4035,62,67,-5,0
A,4036,62,68,-2,0
A,4037,62,69,-2,0
A,4038,62,70,-6,0
A,4039,62,71,-2,0
A,4040,62,72,-2,0
A,4041,62,73,-9,0
A,4042,62,74,-6,0
A,4043,62,75,-3,0
A,4044,62,76,-1,0
A,4045,62,77,2,0
A,4046,62,78,1,0
A,4047,62,79,-1,0
A,4048,62,80,-3,0
A,4049,62,81,0,0
A,4050,62,82,-2,0
A,4051,62,83,-2,0
A,4052,62,84,-1,0
A,4053,62,85,-1,0
A,4054,62,86,0,0
A,4055,62,87,-2,0
A,4056,62,88,-2,0
A,4057,62,89,2,0
A,4058,62,90,3,0
A,4059,62,91,-2,0
A,4060,62,92,-1,0
A,4061,62,93,-4,0
A,4062,62,94,-6,0
A,4063,62,95,-2,0
A,4064,62,96,-1,0
A,4065,62,97,-1,0
A,4066,62,98,0,0
A,4067,62,99,-2,0
A,4068,62,100,2,0
A,4069,62,101,-6,0
A,4070,62,102,-6,0
A,4071,62,103,-1,0
A,4072,62,104,3,0
A,4073,62,105,-3,0
A,4074,62,106,2,0
A,4075,62,107,2,0
A,4076,62,108,-1,0
A,4077,62,109,0,0
A,4078,62,110,-7,0
A,4079,62,111,2,0
A,4080,62,112,-2,0
A,4081,62,113,-5,0
A,4082,62,114,-5,0
A,4083,62,115,-2,0
A,4084,62,116,-2,0
A,4085,62,117,-7,0
A,4086,62,118,-4,0
A,4087,62,119,-1,0
A,4088,62,120,0,0
A,4089,62,121,-2,0
A,4090,62,122,1,0
A,4091,62,123,-3,0
A,4092,62,124,1,0
A,4093,62,125,-1,0
A,4094,62,126,1,0
A,4095,62,127,-2,0
A,4096,64,0,0,0
A,4097,64,1,9,0
A,4098,64,2,4,0
A,4099,64,3,5,0
A,4100,64,4,0,0
A,4101,64,5,7,0
A,4102,64,6,2,0
A,4103,64,7,2,0
A,4104,64,8,-1,0
A,4105,64,9,5,0
A,4106,64,10,5,0
A,4107,64,11,1,0
A,4108,64,12,0,0
A,4109,64,13,4,0
A,4110,64,14,4,0
A,4111,64,15,-1,0
A,4112,64,16,1,0
A,4113,64,17,5,0
A,4114,64,18,2,0
A,4115,64,19,2,0
A,4116,64,20,0,0
A,4117,64,21,2,0
A,4118,64,22,3,0
A,4119,64,23,1,0
A,4120,64,24,-1,0
A,4121,64,25,1,0
A,4122,64,26,0,0
A,4123,64,27,1,0
A,4124,64,28,3,0
A,4125,64,29,1,0
A,4126,64,30,4,0
A,4127,64,31,1,0
A,4128,64,32,-7,0
A,4129,64,33,-1,0
A,4130,64,34,-7,0
A,4131,64,35,3,0
A,4132,64,36,-10,0
A,4133,64,37,4,0
A,4134,64,38,-4,0
A,4135,64,39,-1,0
A,4136,64,40,-9,0
A,4137,64,41,2,0
A,4138,64,42,-5,0
A,4139,64,43,0,0
A,4140,64,44,-9,0
A,4141,64,45,0,0
A,4142,64,46,-6,0
A,4143,64,47,-5,0
A,4144,64,48,-5,0
A,4145,64,49,6,0
A,4146,64,50,-3,0
A,4147,64,51,4,0
A,4148,64,52,-6,0
A,4149,64,53,2,0
A,4150,64,54,-3,0
A,4151,64,55,-2,0
A,4152,64,56,-5,0
A,4153,64,57,7,0
A,4154,64,58,0,0
A,4155,64,59,2,0
A,4156,64,60,-7,0
A,4157,64,61,4,0
A,4158,64,62,0,0
A,4159,64,63,-2,0
A,4160,64,64,2,0
A,4161,64,65,-3,0
A,4162,64,66,-1,0
A,4163,64,67,0,0
A,4164,64,68,1,0
A,4165,64,69,-6,0
A,4166,64,70,-4,0
A,4167,64,71,1,0
A,4168,64,72,-4,0
A,4169,64,73,-1,0
A,4170,64,74,2,0
A,4171,64,75,-7,0
A,4172,64,76,-3,0
A,4173,64,77,-9,0
A,4174,64,78,-5,0
A,4175,64,79,-8,0
A,4176,64,80,-3,0
A,4177,64,81,-11,0
A,4178,64,82,-3,0
A,4179,64,83,-10,0
A,4180,64,84,-2,0
A,4181,64,85,-13,0
A,4182,64,86,-9,0
A,4183,64,87,-6,0
A,4184,64,88,0,0
A,4185,64,89,-23,0
A,4186,64,90,-7,0
A,4187,64,91,-16,0
A,4188,64,92,0,0
A,4189,64,93,-22,0
A,4190,64,94,-16,0
A,4191,64,95,-3,0
A,4192,64,96,28,0
A,4193,64,97,22,0
A,4194,64,98,18,0
A,4195,64,99,33,0
A,4196,64,100,21,0
A,4197,64,101,30,0
A,4198,64,102,21,0
A,4199,64,103,30,0
A,4200,64,104,15,0
